"name","command","attribute","endpoint","destination-id"
"applicationlauncher","hide-app","","2","1"
"applicationlauncher","read-by-id","","3","2"
"applicationlauncher","read","catalog-list","2","1"
"applicationlauncher","read","current-app","2","1"
"applicationlauncher","read","generated-command-list","2","1"
"applicationlauncher","read","accepted-command-list","2","1"
"applicationlauncher","read","event-list","2","1"
"applicationlauncher","read","attribute-list","2","1"
"applicationlauncher","read","feature-map","2","1"
"applicationlauncher","read","cluster-revision","2","1"
"applicationlauncher","write-by-id","","4","3"
"applicationlauncher","force-write","catalog-list","3","2"
"applicationlauncher","force-write","current-app","3","2"
"applicationlauncher","force-write","generated-command-list","3","2"
"applicationlauncher","force-write","accepted-command-list","3","2"
"applicationlauncher","force-write","event-list","3","2"
"applicationlauncher","force-write","attribute-list","3","2"
"applicationlauncher","force-write","feature-map","3","2"
"applicationlauncher","force-write","cluster-revision","3","2"
"applicationlauncher","subscribe-by-id","","5","4"
"applicationlauncher","subscribe","catalog-list","4","3"
"applicationlauncher","subscribe","current-app","4","3"
"applicationlauncher","subscribe","generated-command-list","4","3"
"applicationlauncher","subscribe","accepted-command-list","4","3"
"applicationlauncher","subscribe","event-list","4","3"
"applicationlauncher","subscribe","attribute-list","4","3"
"applicationlauncher","subscribe","feature-map","4","3"
"applicationlauncher","subscribe","cluster-revision","4","3"
"applicationlauncher","read-event-by-id","","3","2"
"applicationlauncher","subscribe-event-by-id","","5","4"
"audiooutput","command-by-id","","4","3"
"audiooutput","select-output","","3","2"
"audiooutput","rename-output","","4","3"
"audiooutput","read-by-id","","3","2"
"audiooutput","read","output-list","2","1"
"audiooutput","read","current-output","2","1"
"audiooutput","read","generated-command-list","2","1"
"audiooutput","read","accepted-command-list","2","1"
"audiooutput","read","event-list","2","1"
"audiooutput","read","attribute-list","2","1"
"audiooutput","read","feature-map","2","1"
"audiooutput","read","cluster-revision","2","1"
"audiooutput","write-by-id","","4","3"
"audiooutput","force-write","output-list","3","2"
"audiooutput","force-write","current-output","3","2"
"audiooutput","force-write","generated-command-list","3","2"
"audiooutput","force-write","accepted-command-list","3","2"
"audiooutput","force-write","event-list","3","2"
"audiooutput","force-write","attribute-list","3","2"
"audiooutput","force-write","feature-map","3","2"
"audiooutput","force-write","cluster-revision","3","2"
"audiooutput","subscribe-by-id","","5","4"
"audiooutput","subscribe","output-list","4","3"
"audiooutput","subscribe","current-output","4","3"
"audiooutput","subscribe","generated-command-list","4","3"
"audiooutput","subscribe","accepted-command-list","4","3"
"audiooutput","subscribe","event-list","4","3"
"audiooutput","subscribe","attribute-list","4","3"
"audiooutput","subscribe","feature-map","4","3"
"audiooutput","subscribe","cluster-revision","4","3"
"audiooutput","read-event-by-id","","3","2"
"audiooutput","subscribe-event-by-id","","5","4"
"ballastconfiguration","command-by-id","","4","3"
"ballastconfiguration","read-by-id","","3","2"
"ballastconfiguration","read","physical-min-level","2","1"
"ballastconfiguration","read","physical-max-level","2","1"
"ballastconfiguration","read","ballast-status","2","1"
"ballastconfiguration","read","min-level","2","1"
"ballastconfiguration","read","max-level","2","1"
"ballastconfiguration","read","intrinsic-ballast-factor","2","1"
"ballastconfiguration","read","ballast-factor-adjustment","2","1"
"ballastconfiguration","read","lamp-quantity","2","1"
"ballastconfiguration","read","lamp-type","2","1"
"ballastconfiguration","read","lamp-manufacturer","2","1"
"ballastconfiguration","read","lamp-rated-hours","2","1"
"ballastconfiguration","read","lamp-burn-hours","2","1"
"ballastconfiguration","read","lamp-alarm-mode","2","1"
"ballastconfiguration","read","lamp-burn-hours-trip-point","2","1"
"ballastconfiguration","read","generated-command-list","2","1"
"ballastconfiguration","read","accepted-command-list","2","1"
"ballastconfiguration","read","event-list","2","1"
"ballastconfiguration","read","attribute-list","2","1"
"ballastconfiguration","read","feature-map","2","1"
"ballastconfiguration","read","cluster-revision","2","1"
"ballastconfiguration","write-by-id","","4","3"
"ballastconfiguration","force-write","physical-min-level","3","2"
"ballastconfiguration","force-write","physical-max-level","3","2"
"ballastconfiguration","force-write","ballast-status","3","2"
"ballastconfiguration","force-write","lamp-quantity","3","2"
"ballastconfiguration","force-write","generated-command-list","3","2"
"ballastconfiguration","force-write","accepted-command-list","3","2"
"ballastconfiguration","force-write","event-list","3","2"
"ballastconfiguration","force-write","attribute-list","3","2"
"ballastconfiguration","force-write","feature-map","3","2"
"ballastconfiguration","force-write","cluster-revision","3","2"
"ballastconfiguration","write","min-level","3","2"
"ballastconfiguration","write","max-level","3","2"
"ballastconfiguration","write","intrinsic-ballast-factor","3","2"
"ballastconfiguration","write","ballast-factor-adjustment","3","2"
"ballastconfiguration","write","lamp-type","3","2"
"ballastconfiguration","write","lamp-manufacturer","3","2"
"ballastconfiguration","write","lamp-rated-hours","3","2"
"ballastconfiguration","write","lamp-burn-hours","3","2"
"ballastconfiguration","write","lamp-alarm-mode","3","2"
"ballastconfiguration","write","lamp-burn-hours-trip-point","3","2"
"ballastconfiguration","subscribe-by-id","","5","4"
"ballastconfiguration","subscribe","physical-min-level","4","3"
"ballastconfiguration","subscribe","physical-max-level","4","3"
"ballastconfiguration","subscribe","ballast-status","4","3"
"ballastconfiguration","subscribe","min-level","4","3"
"ballastconfiguration","subscribe","max-level","4","3"
"ballastconfiguration","subscribe","intrinsic-ballast-factor","4","3"
"ballastconfiguration","subscribe","ballast-factor-adjustment","4","3"
"ballastconfiguration","subscribe","lamp-quantity","4","3"
"ballastconfiguration","subscribe","lamp-type","4","3"
"ballastconfiguration","subscribe","lamp-manufacturer","4","3"
"ballastconfiguration","subscribe","lamp-rated-hours","4","3"
"ballastconfiguration","subscribe","lamp-burn-hours","4","3"
"ballastconfiguration","subscribe","lamp-alarm-mode","4","3"
"ballastconfiguration","subscribe","lamp-burn-hours-trip-point","4","3"
"ballastconfiguration","subscribe","generated-command-list","4","3"
"ballastconfiguration","subscribe","accepted-command-list","4","3"
"ballastconfiguration","subscribe","event-list","4","3"
"ballastconfiguration","subscribe","attribute-list","4","3"
"ballastconfiguration","subscribe","feature-map","4","3"
"ballastconfiguration","subscribe","cluster-revision","4","3"
"ballastconfiguration","read-event-by-id","","3","2"
"ballastconfiguration","subscribe-event-by-id","","5","4"
"barriercontrol","command-by-id","","4","3"
"barriercontrol","barrier-control-go-to-percent","","3","2"
"barriercontrol","barrier-control-stop","","2","1"
"barriercontrol","read-by-id","","3","2"
"barriercontrol","read","barrier-moving-state","2","1"
"barriercontrol","read","barrier-safety-status","2","1"
"barriercontrol","read","barrier-capabilities","2","1"
"barriercontrol","read","barrier-open-events","2","1"
"barriercontrol","read","barrier-close-events","2","1"
"barriercontrol","read","barrier-command-open-events","2","1"
"barriercontrol","read","barrier-command-close-events","2","1"
"barriercontrol","read","barrier-open-period","2","1"
"barriercontrol","read","barrier-close-period","2","1"
"barriercontrol","read","barrier-position","2","1"
"barriercontrol","read","generated-command-list","2","1"
"barriercontrol","read","accepted-command-list","2","1"
"barriercontrol","read","event-list","2","1"
"barriercontrol","read","attribute-list","2","1"
"barriercontrol","read","feature-map","2","1"
"barriercontrol","read","cluster-revision","2","1"
"barriercontrol","write-by-id","","4","3"
"barriercontrol","force-write","barrier-moving-state","3","2"
"barriercontrol","force-write","barrier-safety-status","3","2"
"barriercontrol","force-write","barrier-capabilities","3","2"
"barriercontrol","force-write","barrier-position","3","2"
"barriercontrol","force-write","generated-command-list","3","2"
"barriercontrol","force-write","accepted-command-list","3","2"
"barriercontrol","force-write","event-list","3","2"
"barriercontrol","force-write","attribute-list","3","2"
"barriercontrol","force-write","feature-map","3","2"
"barriercontrol","force-write","cluster-revision","3","2"
"barriercontrol","write","barrier-open-events","3","2"
"barriercontrol","write","barrier-close-events","3","2"
"barriercontrol","write","barrier-command-open-events","3","2"
"barriercontrol","write","barrier-command-close-events","3","2"
"barriercontrol","write","barrier-open-period","3","2"
"barriercontrol","write","barrier-close-period","3","2"
"barriercontrol","subscribe-by-id","","5","4"
"barriercontrol","subscribe","barrier-moving-state","4","3"
"barriercontrol","subscribe","barrier-safety-status","4","3"
"barriercontrol","subscribe","barrier-capabilities","4","3"
"barriercontrol","subscribe","barrier-open-events","4","3"
"barriercontrol","subscribe","barrier-close-events","4","3"
"barriercontrol","subscribe","barrier-command-open-events","4","3"
"barriercontrol","subscribe","barrier-command-close-events","4","3"
"barriercontrol","subscribe","barrier-open-period","4","3"
"barriercontrol","subscribe","barrier-close-period","4","3"
"barriercontrol","subscribe","barrier-position","4","3"
"barriercontrol","subscribe","generated-command-list","4","3"
"barriercontrol","subscribe","accepted-command-list","4","3"
"barriercontrol","subscribe","event-list","4","3"
"barriercontrol","subscribe","attribute-list","4","3"
"barriercontrol","subscribe","feature-map","4","3"
"barriercontrol","subscribe","cluster-revision","4","3"
"barriercontrol","read-event-by-id","","3","2"
"barriercontrol","subscribe-event-by-id","","5","4"
"basicinformation","command-by-id","","4","3"
"basicinformation","mfg-specific-ping","","2","1"
"basicinformation","read-by-id","","3","2"
"basicinformation","read","data-model-revision","2","1"
"basicinformation","read","vendor-name","2","1"
"basicinformation","read","vendor-id","2","1"
"basicinformation","read","product-name","2","1"
"basicinformation","read","product-id","2","1"
"basicinformation","read","node-label","2","1"
"basicinformation","read","location","2","1"
"basicinformation","read","hardware-version","2","1"
"basicinformation","read","hardware-version-string","2","1"
"basicinformation","read","software-version","2","1"
"basicinformation","read","software-version-string","2","1"
"basicinformation","read","manufacturing-date","2","1"
"basicinformation","read","part-number","2","1"
"basicinformation","read","product-url","2","1"
"basicinformation","read","product-label","2","1"
"basicinformation","read","serial-number","2","1"
"basicinformation","read","local-config-disabled","2","1"
"basicinformation","read","reachable","2","1"
"basicinformation","read","unique-id","2","1"
"basicinformation","read","capability-minima","2","1"
"basicinformation","read","product-appearance","2","1"
"basicinformation","read","specification-version","2","1"
"basicinformation","read","max-paths-per-invoke","2","1"
"basicinformation","read","generated-command-list","2","1"
"basicinformation","read","accepted-command-list","2","1"
"basicinformation","read","event-list","2","1"
"basicinformation","read","attribute-list","2","1"
"basicinformation","read","feature-map","2","1"
"basicinformation","read","cluster-revision","2","1"
"basicinformation","write-by-id","","4","3"
"basicinformation","force-write","data-model-revision","3","2"
"basicinformation","force-write","vendor-name","3","2"
"basicinformation","force-write","vendor-id","3","2"
"basicinformation","force-write","product-name","3","2"
"basicinformation","force-write","product-id","3","2"
"basicinformation","force-write","hardware-version","3","2"
"basicinformation","force-write","hardware-version-string","3","2"
"basicinformation","force-write","software-version","3","2"
"basicinformation","force-write","software-version-string","3","2"
"basicinformation","force-write","manufacturing-date","3","2"
"basicinformation","force-write","part-number","3","2"
"basicinformation","force-write","product-url","3","2"
"basicinformation","force-write","product-label","3","2"
"basicinformation","force-write","serial-number","3","2"
"basicinformation","force-write","reachable","3","2"
"basicinformation","force-write","unique-id","3","2"
"basicinformation","force-write","capability-minima","3","2"
"basicinformation","force-write","product-appearance","3","2"
"basicinformation","force-write","specification-version","3","2"
"basicinformation","force-write","max-paths-per-invoke","3","2"
"basicinformation","force-write","generated-command-list","3","2"
"basicinformation","force-write","accepted-command-list","3","2"
"basicinformation","force-write","event-list","3","2"
"basicinformation","force-write","attribute-list","3","2"
"basicinformation","force-write","feature-map","3","2"
"basicinformation","force-write","cluster-revision","3","2"
"basicinformation","write","node-label","3","2"
"basicinformation","write","location","3","2"
"basicinformation","write","local-config-disabled","3","2"
"basicinformation","subscribe-by-id","","5","4"
"basicinformation","subscribe","data-model-revision","4","3"
"basicinformation","subscribe","vendor-name","4","3"
"basicinformation","subscribe","vendor-id","4","3"
"basicinformation","subscribe","product-name","4","3"
"basicinformation","subscribe","product-id","4","3"
"basicinformation","subscribe","node-label","4","3"
"basicinformation","subscribe","location","4","3"
"basicinformation","subscribe","hardware-version","4","3"
"basicinformation","subscribe","hardware-version-string","4","3"
"basicinformation","subscribe","software-version","4","3"
"basicinformation","subscribe","software-version-string","4","3"
"basicinformation","subscribe","manufacturing-date","4","3"
"basicinformation","subscribe","part-number","4","3"
"basicinformation","subscribe","product-url","4","3"
"basicinformation","subscribe","product-label","4","3"
"basicinformation","subscribe","serial-number","4","3"
"basicinformation","subscribe","local-config-disabled","4","3"
"basicinformation","subscribe","reachable","4","3"
"basicinformation","subscribe","unique-id","4","3"
"basicinformation","subscribe","capability-minima","4","3"
"basicinformation","subscribe","product-appearance","4","3"
"basicinformation","subscribe","specification-version","4","3"
"basicinformation","subscribe","max-paths-per-invoke","4","3"
"basicinformation","subscribe","generated-command-list","4","3"
"basicinformation","subscribe","accepted-command-list","4","3"
"basicinformation","subscribe","event-list","4","3"
"basicinformation","subscribe","attribute-list","4","3"
"basicinformation","subscribe","feature-map","4","3"
"basicinformation","subscribe","cluster-revision","4","3"
"basicinformation","read-event-by-id","","3","2"
"basicinformation","subscribe-event-by-id","","5","4"
"binaryinputbasic","command-by-id","","4","3"
"binaryinputbasic","read-by-id","","3","2"
"binaryinputbasic","read","active-text","2","1"
"binaryinputbasic","read","description","2","1"
"binaryinputbasic","read","inactive-text","2","1"
"binaryinputbasic","read","out-of-service","2","1"
"binaryinputbasic","read","polarity","2","1"
"binaryinputbasic","read","present-value","2","1"
"binaryinputbasic","read","reliability","2","1"
"binaryinputbasic","read","status-flags","2","1"
"binaryinputbasic","read","application-type","2","1"
"binaryinputbasic","read","generated-command-list","2","1"
"binaryinputbasic","read","accepted-command-list","2","1"
"binaryinputbasic","read","event-list","2","1"
"binaryinputbasic","read","attribute-list","2","1"
"binaryinputbasic","read","feature-map","2","1"
"binaryinputbasic","read","cluster-revision","2","1"
"binaryinputbasic","write-by-id","","4","3"
"binaryinputbasic","write","active-text","3","2"
"binaryinputbasic","write","description","3","2"
"binaryinputbasic","write","inactive-text","3","2"
"binaryinputbasic","write","out-of-service","3","2"
"binaryinputbasic","write","present-value","3","2"
"binaryinputbasic","write","reliability","3","2"
"binaryinputbasic","force-write","polarity","3","2"
"binaryinputbasic","force-write","status-flags","3","2"
"binaryinputbasic","force-write","application-type","3","2"
"binaryinputbasic","force-write","generated-command-list","3","2"
"binaryinputbasic","force-write","accepted-command-list","3","2"
"binaryinputbasic","force-write","event-list","3","2"
"binaryinputbasic","force-write","attribute-list","3","2"
"binaryinputbasic","force-write","feature-map","3","2"
"binaryinputbasic","force-write","cluster-revision","3","2"
"binaryinputbasic","subscribe-by-id","","5","4"
"binaryinputbasic","subscribe","active-text","4","3"
"binaryinputbasic","subscribe","description","4","3"
"binaryinputbasic","subscribe","inactive-text","4","3"
"binaryinputbasic","subscribe","out-of-service","4","3"
"binaryinputbasic","subscribe","polarity","4","3"
"binaryinputbasic","subscribe","present-value","4","3"
"binaryinputbasic","subscribe","reliability","4","3"
"binaryinputbasic","subscribe","status-flags","4","3"
"binaryinputbasic","subscribe","application-type","4","3"
"binaryinputbasic","subscribe","generated-command-list","4","3"
"binaryinputbasic","subscribe","accepted-command-list","4","3"
"binaryinputbasic","subscribe","event-list","4","3"
"binaryinputbasic","subscribe","attribute-list","4","3"
"binaryinputbasic","subscribe","feature-map","4","3"
"binaryinputbasic","subscribe","cluster-revision","4","3"
"binaryinputbasic","read-event-by-id","","3","2"
"binaryinputbasic","subscribe-event-by-id","","5","4"
"binding","command-by-id","","4","3"
"binding","read-by-id","","3","2"
"binding","read","binding","2","1"
"binding","read","generated-command-list","2","1"
"binding","read","accepted-command-list","2","1"
"binding","read","event-list","2","1"
"binding","read","attribute-list","2","1"
"binding","read","feature-map","2","1"
"binding","read","cluster-revision","2","1"
